PMID,Publication_Title
36697763,A truncated and catalytically inactive isoform of KDM5B histone demethylase accumulates in breast cancer cells and regulates H3K4 tri-methylation and gene expression.
36697441,Cyperotundone combined with adriamycin induces apoptosis in MCF-7 and MCF-7/ADR cancer cells by ROS generation and NRF2/ARE signaling pathway.
36697419,The central role of pathology labs in breast cancer precision oncology: a call for action.
36697389,Vaginal oxygen plus hyaluronic acid on genito-urinary symptoms of breast cancer survivors.
36697364,Performance of statistical and machine learning risk prediction models for surveillance benefits and failures in breast cancer survivors.
36697317,Safety Profile of Ipatasertib Plus Abiraterone vs Placebo Plus Abiraterone in Metastatic Castration-resistant Prostate Cancer.
36697107,Anti-VEGF and Anti-EGFR Antibody Therapy on T-Cell Infiltration and TCR Variation in Metastatic Colorectal Cancer.
36697106,Prognostic Factors and Independent Validation of a Risk Stratification Model in Octogenarian Patients Irradiated for Brain Metastases.
36697094,Prognostic Impact of Smoking on Bevacizumab Combination Chemotherapy for Advanced Breast Cancer.
36697093,Intramedullary Spinal Cord Metastases from Breast Cancer: A Systematic Review.
36697080,Time to Pain Relapse After Palliative Radiotherapy for Bone Metastasis: A Prospective Multi-institutional Study.
36697070,Eribulin Treatment Promotes Re-expression of Estrogen Receptor in Endocrine Therapy-resistant Hormone Receptor-positive Breast Cancer Cells.
36697069,Real-World Data on Olaparib in Relapsed BRCA-mutated Ovarian Cancer: A Multicenter GINECO RETROLA Cohort Study.
36697065,Contrast-enhanced Ultrasound Using Intradermal Microbubble Sulfur Hexafluoride for Identification of Sentinel Lymph Nodes During Breast Cancer Surgery: A Clinical Trial.
36697064,"Evaluation of 95-Gene Classifier of Formalin-fixed Paraffin-embedded Tissues in ER-positive, HER2-negative, and Node-negative Breast Cancer."
36697057,Breast Conserving Surgery in Combination With Targeted Intraoperative Radiotherapy Compared to Mastectomy for In-breast-tumor-recurrence.
36697006,Next-generation sequencing and molecular therapy.
36696982,"Efficacy and Safety of Third-Line Apatinib plus Chemotherapy in Metastatic Triple-Negative Breast Cancer Patients: A Multicenter, Retrospective, Cohort Study."
36696936,Secondary metabolites from the underground parts of Valeriana sisymbriifolia Vahl. And their in vitro cytotoxic activities.
36696934,Metaplastic Breast Cancer: A Review.
36696853,"Paradigm change in urological, gynaecological and breast cancer management: A new practice-changing data from ASCO 2022 annual meeting."
36696849,Machine learning empowered multi-stress level electromechanical phenotyping for high-dimensional single cell analysis.
36696819,Lymphatic mapping and sentinel node biopsy in vulvar melanoma: the first multicenter study and systematic review.
36696815,"Corrigendum to ""Blockade of miR-3614 maturation by IGF2BP3 increases TRIM25 expression and promotes breast cancer cell proliferation"" [EBioMedicine 41 (2019) 357-369]."
36696693,"A new breast phantom suitable for digital mammography, contrast-enhanced digital mammography and digital breast tomosynthesis."
36696651,Cancer specialist perspectives on implementing an online communication system with primary care providers.
36696643,"Association of ss-glucuronidase activity with menopausal status, ethnicity, adiposity, and inflammation in women."
36696641,"Superficial dyspareunia treatment with hyperstacking of erbium:yttrium-aluminum-garnet SMOOTH laser: a short-term, pilot study in breast cancer survivors."
36696637,Priorities for alleviating menopausal symptoms after cancer.
36696440,The fidelity of transcription in human cells.
36696370,Chalcones: Potential Chemotherapeutic Compounds and Educational Tools for Closing the Loop in STEM.
36696357,TLE3 Sustains Luminal Breast Cancer Lineage Fidelity to Suppress Metastasis.
36696339,Reply: Comparing Outcomes of Robotically Assisted Latissimus Dorsi Harvest to the Traditional Open Approach in Breast Reconstruction.
36696338,Comparing Outcomes of Robotically Assisted Latissimus Dorsi Harvest to the Traditional Open Approach in Breast Reconstruction.
36696336,"The Vicious Circle of Stasis, Inflammation, and Fibrosis in Lymphedema."
36696330,Lymphatic Microsurgical Preventive Healing Approach for the Primary Prevention of Lymphedema: A 4-Year Follow-Up.
36696309,Association between Immediate Breast Reconstruction and the Development of Breast Cancer-Related Lymphedema.
36696308,Discussion: Breast Reconstruction Decision Aids Decrease Decisional Conflict and Improve Decisional Satisfaction: A Randomized Controlled Trial.
36696306,Breast Surgery with Smooth Anatomical Implants with Fixation System: A Review of the World's Largest Series of Cases.
36696304,Discussion: Revascularization of the Nipple-Areola Complex following Nipple-Sparing Mastectomy.
36696303,Revascularization of the Nipple-Areola Complex following Nipple-Sparing Mastectomy.
36696302,Impact of High-Deductible Health Plans on Breast Reconstruction: Considerations for Financial Toxicity.
36696263,Lower-Body Resistance Training Reduces Interleukin-1beta and Transforming Growth Factor-beta1 Levels and Fatigue and Increases Physical Performance in Breast Cancer Survivors.
36696238,Esophageal cancer-related gene 4 and solid tumors: a brief literature review.
36696184,Cyclin-dependent kinase 4/6 inhibitor-associated thromboembolism: a critical evaluation of the current evidence.
36696076,Current Diagnostic Tools for Breast Cancer-Related Lymphedema.
36696046,Diagnostic performance of mammography and ultrasound in breast cancer: a systematic review and meta-analysis.
36695998,Novel pentacyclic derivatives and benzylidenes of the progesterone series cause anti-estrogenic and antiproliferative effects and induce apoptosis in breast cancer cells.
36695996,ASO Visual Abstract: Predicting Lymph Node Metastases in Patients with Biopsy-Proven Ductal Carcinoma In Situ of the Breast: Development and Validation of the DCIS-met Model.
36695978,Management of genitourinary symptoms in patients with breast cancer: an updated systematic review of available evidence from randomized trials.
36695975,Survival after resection of brain metastasis: impact of synchronous versus metachronous metastatic disease.
36695945,"BRCA, infertility, and fertility preservation: a review for counseling."
36695902,Single-port nipple-sparing subcutaneous mastectomy with immediate prosthetic breast reconstruction for breast cancer.
36695825,Multi-pilot implementation experiences of patient-centered pathology reports: lessons learned for the advancement of patient-centered tools for cancer decision-making.
36695824,Food security status and breast cancer screening among women in the United States: Evidence from the Health and Retirement Study and Health Care and Nutrition Study.
36695647,Association of Clinical Factors and Degree of Early Background Parenchymal Enhancement on Contrast-Enhanced Mammography.
36695641,Transcriptomic profiles-based approach to decode the role of miR-122 in triple negative breast cancer.
36695424,"Eco-friendly synthesis of silver nanoparticles using Eisenia bicyclis seaweed, their antimicrobial and anticancer activities."
36695404,Discovery of AXL Degraders with Improved Potencies in Triple-Negative Breast Cancer (TNBC) Cells.
36695306,Intraductal delivery of nanocarriers for ductal carcinoma in situ treatment: a strategy to enhance localized delivery.
36695128,Implementation of weekday time-restricted eating to improve metabolic health in breast cancer survivors with overweight/obesity.
36695088,"Synthesis of thiazole-based-thiourea analogs: as anticancer, antiglycation and antioxidant agents, structure activity relationship analysis and docking study."
36695032,Ants act as olfactory bio-detectors of tumours in patient-derived xenograft mice.
36694990,Synergistic activation of genes promoting invasiveness by dual deprivation in oxygen and nutrients.
36694987,Occurrence of axillary web syndrome without surgical intervention: a case report.
36694940,The linker of nucleoskeleton and cytoskeleton complex is required for X-ray-induced epithelial-mesenchymal transition.
36694918,Cultural adaptations to a telephone genetic counseling protocol and booklet for Latina breast cancer survivors at risk for hereditary breast and ovarian cancer.
36694785,Factors leading to delayed and challenging presentation of benign breast lumps in young females.
36694772,Anticancer effect of Illicium verum (star anise fruit) against human breast cancer MCF-7 cell line.
36694726,Oncogenic ERRB2 signals through the AP-1 transcription factor to control mesenchymal-like properties of oesophageal adenocarcinoma.
36694702,Assessment the Effect of Human Umbilical Cord Wharton's Jelly Stem Cells on the Expression of Homing Genes: CXCR4 and VLA-4 in Cell Line of Prostate Cancer.
36694697,Systemic investigation of inetetamab in combination with small molecules to treat HER2-overexpressing breast and gastric cancers.
36694674,"Determination of Oncologic Outcomes, Satisfaction, and Psychosocial Well-being in Patients with Breast Cancer after Oncoplastic and Conventional Breast Conserving Surgery."
36694670,The Oncologic Safety of Sentinel Lymph Node Biopsy in Patients with Node-Positive Breast Cancer with Complete Response to Neoadjuvant Chemotherapy: A Single-Center Experience.
36694633,Aldehyde dehydrogenase in solid tumors and other diseases: Potential biomarkers and therapeutic targets.
